sheet,sample,run,replicate,thickness_nm_from_name,n_despiked,substrate_subtracted,substrate_scale,auc_101,auc_101_net,height_101,noise_sd,auc_101_noise_floor,snr_simple,argmax_2theta,fit_center,fit_fwhm,fit_area,fit_amp,fit_amp_sd,fit_resid_sd,snr_fit,scherrer_nm,fit_ok,peak_detected,crystallinity_pct
old_recipe,old_recipe,,,,110,False,,309.7095548520016,272.8314119500012,353.3848610333335,139.26109140811715,111.11427475509325,2.537570670028051,34.43,34.250347233647794,1.5766099012256616,317.75270045576747,189.33582237658788,18.96098340609719,147.6110248811446,1.2826672162803545,5.272610388988009,True,False,
