sheet,sample,run,replicate,thickness_nm_from_name,n_despiked,substrate_subtracted,substrate_scale,auc_101,auc_101_net,height_101,noise_sd,auc_101_noise_floor,snr_simple,argmax_2theta,fit_center,fit_fwhm,fit_area,fit_amp,fit_amp_sd,fit_resid_sd,snr_fit,scherrer_nm,fit_ok,peak_detected,Dep Power (W),O2 Flow (sccm),Dep Press (mTorr),Dep Temp (°C),Ox Temp (°C),Ox Press (atm),Ox Time (min),Vac Ann Temp (°C),Vac Ann Time (min),Dep Thickness (nm),thickness_final_nm,crystallinity_pct,area_per_nm,crystallinity_pct_thk
sobol,03_07,7,3,,32,False,,208.56930562488063,206.47196125012292,216.680518843612,28.986032992749124,22.86952084982315,7.475342310478111,33.79096,33.83370646709714,0.8227076657332144,187.3621187442715,213.94593279698097,7.01646236310131,29.84949804332593,7.167488461160817,10.093016691915354,True,True,23,1.6,7.3,25,364.3,0.02,118.0,474.1,117.0,8.6,14.333333333333334,61.83182587198168,14.405020552334156,60.33391571853727
sobol,03_08,8,3,,29,False,,48.61727883536515,42.052156304475155,34.82123360466135,27.940062145870712,22.044266421354898,1.2462833268897227,34.33429,33.25140858743559,2.499999999999938,106.15444414938453,39.89017685342977,17.12238299053801,27.152572525159783,1.469112247705709,3.316358245767718,True,False,8,14.2,2.6,425,594.5,1.0,26.1,48.9,14.6,1.7,2.8333333333333335,12.593291555989017,14.841937519226525,
sobol,03_09,9,3,,28,False,,335.1546999444218,332.6650037772988,370.64035813074037,28.779306925748262,22.706417257804855,12.878710355569263,33.72577,33.75884182773866,0.8729020376585485,337.72226608761497,363.46448160513296,7.2904979644664945,30.79222309871183,11.80377527273561,9.51075148675284,True,True,7,8.7,7.6,425,429.6,1.0,81.0,229.6,42.4,9.6,16.0,99.62265318118503,20.791562736081175,87.08327691848632
sobol,03_12,12,3,,26,False,,77.6344924234782,72.78339790764869,75.70439626392587,28.930384610320964,22.82561515763967,2.616778078951574,34.37775,33.9986515245895,1.3381124129149677,83.77118753295372,58.81253001603922,5.963207000036917,30.748490508525766,1.9126964947997045,6.208183680786388,True,False,15,11.3,5.3,25,231.1,1.0,20.3,83.7,3.6,6.9,11.500000000000002,21.79632700996688,6.328991122404233,
sobol,03_14,14,3,,36,False,,365.7754952822311,363.7421285598858,440.6777986171024,26.045159594228103,20.549218326156286,16.919758046510932,33.85616,33.84870014085343,0.7763065541889661,352.4865637226073,426.5570300996746,7.505080416260504,28.41488708803804,15.011744680810098,10.696718569989237,True,True,36,13.4,6.3,425,694.7,0.02,1.1,217.4,29.1,7.8,13.0,108.92926971412417,27.980163735375832,117.19197723237501
sobol,03_15,15,3,,28,False,,92.75082064551052,86.07242328812035,88.66694633040333,30.394964836345068,23.981145754864738,2.917159036301269,33.53017,33.70022483589959,1.0321274801986569,95.90040043157902,87.28806560824161,6.176882997705132,28.51061941162402,3.061598359124163,8.042288591639828,True,True,27,6.0,4.5,25,649.3,0.02,62.7,362.2,46.5,6.2,10.333333333333334,25.775970048947215,8.329589350463259,34.88761019222862
sobol,03_19,19,3,,31,False,,54.120672672662245,48.50708179365325,49.599587798158666,31.82623120255208,25.11039224443473,1.5584499302632282,34.22562,33.864841003339876,2.419091254279813,84.43791931613183,32.79087922006612,8.193067693096204,28.144938188110608,1.1650719927293396,3.4328133461987127,True,False,37,0.8,5.2,25,497.4,1.0,43.8,512.8,6.1,1.9,3.1666666666666665,14.526337701562154,15.318025829574712,
sobol,03_20,20,3,,31,False,,256.7871745584358,255.82826125012215,258.95829425959965,27.785093180056293,21.92199836226399,9.320044117954438,33.83443,33.82629813706973,0.9935578127257143,259.72092295291355,245.57354786520534,6.979133584545589,29.672598771204196,8.276105162164711,8.357278101041793,True,True,12,12.8,8.8,425,539.0,0.02,68.2,178.3,110.4,8.6,14.333333333333334,76.61247758278837,17.848483343031777,74.75649797304193
sobol,03_21,21,3,,32,False,,197.45410323376694,197.45410323376694,168.15003855275063,29.378181177999316,23.178919555780706,5.723636787925951,33.6823,33.80909936496211,1.3846329968401185,217.04269147386296,147.25779026295848,5.884065132818268,31.40651755367487,4.688765317940444,5.996578248603405,True,True,17,3.1,6.1,425,576.5,0.02,54.5,454.7,24.7,5.4,9.000000000000002,59.13126244811754,21.93934480375188,91.89064156489574
sobol,03_22,22,3,,31,False,,86.88216881428384,83.21510323376675,87.2557143512093,27.641136972837877,21.808419195247016,3.156733908484043,34.05176,33.97355037433469,1.3107427904549065,91.1702079410012,65.34363009301792,6.0007276409245645,31.89762397596823,2.0485422407088385,6.337392529896933,True,False,32,10.7,3.9,25,384.9,1.0,86.4,116.8,98.5,7.2,12.0,24.920293011776593,6.934591936147229,
